   h    k    l      d (Å)      F(real)      F(imag)          |F|         2θ          I    M
   2    8    1   1.864894     1.052764    -0.000000      1.05276   80.50379    0.00044    4
   3    5    2   1.860638    31.294642    -0.000000      31.2946   80.72590    0.38347    4
   2    5   -7   1.858866   -29.351425     0.000000      29.3514   80.81879    0.33691    4
   3    5   -6   1.858768    31.227367     0.000000      31.2274   80.82392    0.38133    4
   3    7   -2   1.856477    20.195604    -0.000000      20.1956   80.94436    0.15924    4
   3    6    1   1.853941    14.285070    -0.000000      14.2851   81.07819    0.07954    4
   3    6   -5   1.852553    15.934169    -0.000000      15.9342   81.15164    0.09886    4
   4    4   -3   1.850796    19.744348    -0.000000      19.7443   81.24483    0.15162    4
   1    1    7   1.848683    87.240854    -0.000000      87.2409   81.35725    2.95579    4
   4    0   -6   1.847074   -42.778289    -0.000000      42.7783   81.44302    0.35496    2
   4    4   -2   1.846185   110.562767    -0.000000      110.563   81.49058    4.73928    4
   3    7   -1   1.841938     7.736299    -0.000000       7.7363   81.71839    0.02314    4
   1    3   -8   1.841598    39.540274     0.000000      39.5403   81.73670    0.60425    4
   3    7   -3   1.841484   -50.592911     0.000000      50.5929   81.74283    0.98920    4
   4    3   -5   1.841313    -7.988517     0.000000      7.98852   81.75204    0.02466    4
   2    8   -4   1.839393    55.985252    -0.000000      55.9853   81.85558    1.20959    4
   1    9   -3   1.837433   -38.829927    -0.000000      38.8299   81.96162    0.58109    4
   4    1   -6   1.837210    -4.718969    -0.000000      4.71897   81.97373    0.00858    4
   2    3   -8   1.836277    12.607250     0.000000      12.6072   82.02429    0.06121    4
   0    9    3   1.832805   -25.410411     0.000000      25.4104   82.21323    0.24807    4
   2    4    5   1.832511   -18.046078    -0.000000      18.0461   82.22929    0.12509    4
   0    0    8   1.828883    63.455759    -0.000000      63.4558   82.42780    0.77146    2
   4    4   -4   1.826304    18.348074     0.000000      18.3481   82.56964    0.12877    4
   1    5    6   1.821448   -31.540608    -0.000000      31.5406   82.83814    0.37929    4
   1    2    7   1.819478    -4.356620    -0.000000      4.35662   82.94766    0.00723    4
   0    1    8   1.819306    15.420881    -0.000000      15.4209   82.95725    0.09054    4
   4    3    0   1.818937     2.975463     0.000000      2.97546   82.97776    0.00337    4
   2    7    3   1.818538   -29.757879     0.000000      29.7579   83.00004    0.33697    4
   3    4    3   1.818431   -39.969326    -0.000000      39.9693   83.00598    0.60786    4
   1    7   -6   1.817544    -5.087705    -0.000000       5.0877   83.05546    0.00984    4
   3    4   -7   1.816250   -14.312458     0.000000      14.3125   83.12781    0.07783    4
   3    0    4   1.815988    58.524276    -0.000000      58.5243   83.14244    0.65056    2
   1    9    2   1.814111    51.087305    -0.000000      51.0873   83.24765    0.99020    4
   3    0   -8   1.813382   -77.726343    -0.000000      77.7263   83.28860    1.14550    2
   4    4   -1   1.813106   -43.341695    -0.000000      43.3417   83.30411    0.71223    4
   1    8   -5   1.811090   -94.884330     0.000000      94.8843   83.41761    3.40889    4
   4    2   -6   1.808537   -33.027204     0.000000      33.0272   83.56188    0.41232    4
   3    1    4   1.806611    36.478079    -0.000000      36.4781   83.67109    0.50234    4
   2    6    4   1.806397    36.619194    -0.000000      36.6192   83.68324    0.50616    4
   4    1    1   1.806314     5.240784     0.000000      5.24078   83.68795    0.01037    4
   3    1   -8   1.804045   -46.657090    -0.000000      46.6571   83.81709    0.82041    4
   0    5    7   1.802451   -14.969850     0.000000      14.9698   83.90808    0.08437    4
   3    7    0   1.799863    -7.625988    -0.000000      7.62599   84.05627    0.02186    4
   3    7   -4   1.799016   -47.752890     0.000000      47.7529   84.10491    0.85654    4
   2    0    6   1.792923    21.595842    -0.000000      21.5958   84.45668    0.08724    2
   0    2    8   1.791451    33.651378    -0.000000      33.6514   84.54219    0.42325    4
   2    8    2   1.784695    51.271345    -0.000000      51.2713   84.93712    0.97819    4
   2    1    6   1.783896    33.701732    -0.000000      33.7017   84.98407    0.42243    4
   0   10    0   1.780000    79.099909    -0.000000      79.0999   85.21407    1.16057    2
   3    2    4   1.779326   -15.582717     0.000000      15.5827   85.25399    0.09004    4
   4    2    1   1.779042    25.423826    -0.000000      25.4238   85.27081    0.23964    4
   1    6   -7   1.778340     1.031934     0.000000      1.03193   85.31246    0.00039    4
   2    9   -1   1.777871   -15.594107     0.000000      15.5941   85.34035    0.09009    4
   3    2   -8   1.776874   -10.500289     0.000000      10.5003   85.39961    0.04082    4
   2    7   -6   1.776583   -25.452960     0.000000       25.453   85.41694    0.23981    4
   1    4   -8   1.776253    75.478695     0.000000      75.4787   85.43658    2.10836    4
   4    4   -5   1.775998   -42.172216    -0.000000      42.1722   85.45180    0.65808    4
   1    3    7   1.773736    52.091969    -0.000000       52.092   85.58686    1.00261    4
   2    9   -2   1.773377   -61.590730     0.000000      61.5907   85.60834    1.40127    4
   2    4   -8   1.771478    17.851923    -0.000000      17.8519   85.72213    0.11758    4
   1    8    4   1.771453    36.193107    -0.000000      36.1931   85.72365    0.48329    4
   0    8    5   1.771147     5.093484     0.000000      5.09348   85.74204    0.00957    4
   1    7    5   1.768944   -24.963918    -0.000000      24.9639   85.87455    0.22955    4
   0   10    1   1.766972   -46.133899    -0.000000      46.1339   85.99364    0.78297    4
   4    5   -3   1.766833   -26.463870     0.000000      26.4639   86.00200    0.25762    4
   4    3   -6   1.763595    28.583398     0.000000      28.5834   86.19840    0.29991    4
   4    5   -2   1.762820    13.292627    -0.000000      13.2926   86.24553    0.06483    4
   1    9   -4   1.760383    -6.883270     0.000000      6.88327   86.39418    0.01736    4
   0    7    6   1.760021    36.894832    -0.000000      36.8948   86.41633    0.49855    4
   3    6    2   1.757987    41.275440    -0.000000      41.2754   86.54093    0.62317    4
   2    2    6   1.757613   -20.434016     0.000000       20.434   86.56388    0.15269    4
   2    9    0   1.756522    10.358119     0.000000      10.3581   86.63094    0.03921    4
   2    6   -7   1.756492    15.742131     0.000000      15.7421   86.63279    0.09056    4
   3    6   -6   1.756409    40.890939     0.000000      40.8909   86.63786    0.61100    4
   4    4    0   1.755895   -11.684593     0.000000      11.6846   86.66953    0.04987    4
   2    8   -5   1.753583    13.894203    -0.000000      13.8942   86.81214    0.07042    4
   2    5    5   1.750904   -17.192884     0.000000      17.1929   86.97808    0.10764    4
   0    3    8   1.747740    21.516551    -0.000000      21.5166   87.17506    0.16825    4
   4    5   -4   1.745488    -5.661815     0.000000      5.66182   87.31585    0.01163    4
   2    9   -3   1.743613    14.077621     0.000000      14.0776   87.43349    0.07184    4
   0    9    4   1.739743    39.057297     0.000000      39.0573   87.67747    0.55164    4
   3    5    3   1.738611    28.185731    -0.000000      28.1857   87.74914    0.28708    4
   1   10   -1   1.737623   -27.391301    -0.000000      27.3913   87.81183    0.27096    4
   3    5   -7   1.736704     5.341479     0.000000      5.34148   87.87018    0.01030    4
   3    3    4   1.736476   -11.076422     0.000000      11.0764   87.88470    0.04428    4
   4    3    1   1.736212    59.560844    -0.000000      59.5608   87.90148    1.28005    4
   3    7    1   1.735595    21.518997    -0.000000       21.519   87.94076    0.16703    4
   4    1   -7   1.735061    46.737613     0.000000      46.7376   87.97477    0.78765    4
   3    7   -5   1.734456   -50.610222     0.000000      50.6102   88.01338    0.92324    4
   3    3   -8   1.734197    48.856802     0.000000      48.8568   88.02993    0.86024    4
   4    5   -1   1.733955    37.026315     0.000000      37.0263   88.04535    0.49400    4
   1   10    0   1.733615    20.061705     0.000000      20.0617   88.06706    0.14499    4
   1    9    3   1.731825    -2.250803    -0.000000       2.2508   88.18167    0.00182    4
   0   10    2   1.729539    30.616954     0.000000       30.617   88.32849    0.33686    4
   1    6    6   1.724820    61.909371    -0.000000      61.9094   88.63334    1.37339    4
   3    8   -2   1.721348    49.215503    -0.000000      49.2155   88.85925    0.86611    4
   2    1   -9   1.719230   -28.844393    -0.000000      28.8444   88.99775    0.29712    4
   1   10   -2   1.717491    43.131617    -0.000000      43.1316   89.11182    0.66367    4
   2    3    6   1.716276   -28.491095     0.000000      28.4911   89.19168    0.28937    4
   1    4    7   1.715129    33.351103    -0.000000      33.3511   89.26728    0.39625    4
   2    9    1   1.711991   -15.097699     0.000000      15.0977   89.47482    0.08105    4
   4    2   -7   1.710849    -6.252108     0.000000      6.25211   89.55064    0.01389    4
   3    8   -1   1.709739   -13.669397    -0.000000      13.6694   89.62451    0.06635    4
   4    0    2   1.709556   129.926781    -0.000000      129.927   89.63672    2.99689    2
   3    8   -3   1.709376    36.010070    -0.000000      36.0101   89.64869    0.46037    4
   0    6    7   1.708663   -11.967444     0.000000      11.9674   89.69624    0.05082    4
   1    1   -9   1.707926     9.500933    -0.000000      9.50093   89.74543    0.03202    4
   1   10    1   1.705959    -4.932773     0.000000      4.93277   89.87703    0.00862    4
   4    4   -6   1.705956    51.230852     0.000000      51.2309   89.87726    0.92992    4
   4    1    2   1.701725     4.834430    -0.000000      4.83443   90.16188    0.00826    4
   1    5   -8   1.701638    59.003101     0.000000      59.0031   90.16779    1.23036    4
   4    5   -5   1.701413   -22.113268     0.000000      22.1133   90.18297    0.17279    4
   2    5   -8   1.697438   -39.940679    -0.000000      39.9407   90.45250    0.56241    4
   2    7    4   1.696402    29.923591     0.000000      29.9236   90.52304    0.31549    4
   2    2   -9   1.695666    25.935516     0.000000      25.9355   90.57327    0.23690    4
   2    9   -4   1.692199    34.484053    -0.000000      34.4841   90.81063    0.41797    4
   0    4    8   1.691592    55.587632    -0.000000      55.5876   90.85232    1.08571    4
   2    8    3   1.690975    -1.956242    -0.000000      1.95624   90.89478    0.00134    4
   1    8   -6   1.690176    47.798050     0.000000       47.798   90.94981    0.80209    4
   1    2   -9   1.684817    -8.909444     0.000000      8.90944   91.32101    0.02778    4
   4    5    0   1.683713   -15.523495     0.000000      15.5235   91.39793    0.08429    4
   3    4    4   1.681373    16.541774    -0.000000      16.5418   91.56146    0.09559    4
   4    4    1   1.681134    23.789228    -0.000000      23.7892   91.57822    0.19767    4
   3    4   -8   1.679304    38.516175     0.000000      38.5162   91.70665    0.51763    4
   4    2    2   1.678864    46.186453    -0.000000      46.1865   91.73761    0.74414    4
   4    6   -3   1.678230    18.004917    -0.000000      18.0049   91.78223    0.11305    4
   3    8    0   1.675930    37.802958    -0.000000       37.803   91.94461    0.49770    4
   1   10   -3   1.675623    94.306481    -0.000000      94.3065   91.96628    3.09690    4
   3    8   -4   1.675246    10.453926     0.000000      10.4539   91.99302    0.03805    4
   4    6   -2   1.674790    76.837053    -0.000000      76.8371   92.02533    2.05487    4
   1    7   -7   1.673101    14.649312     0.000000      14.6493   92.14520    0.07462    4
   4    3   -7   1.672655    64.113351     0.000000      64.1134   92.17694    1.42899    4
   0   10    3   1.672111   -24.476417    -0.000000      24.4764   92.21566    0.20821    4
   1    9   -5   1.670084   -26.484155     0.000000      26.4842   92.36036    0.24350    4
   2    6    5   1.664561   -42.362045     0.000000       42.362   92.75724    0.62111    4
   2    4    6   1.663017    14.175193    -0.000000      14.1752   92.86899    0.06949    4
   4    6   -4   1.659905    11.514495    -0.000000      11.5145   93.09503    0.04577    4
   2    3   -9   1.658457    59.532885     0.000000      59.5329   93.20069    1.22267    4
   1   10    2   1.657880    12.406772    -0.000000      12.4068   93.24293    0.05309    4
   2    8   -6   1.657087   -11.102617     0.000000      11.1026   93.30097    0.04249    4
   3    7    2   1.656118    41.444449    -0.000000      41.4444   93.37198    0.59182    4
   2    7   -7   1.654868   -70.600523     0.000000      70.6005   93.46384    1.71627    4
   3    7   -6   1.654799   -15.383926     0.000000      15.3839   93.46891    0.08149    4
   3    6    3   1.653988   -27.526875    -0.000000      27.5269   93.52865    0.26078    4
   1    0    8   1.653582     8.130137    -0.000000      8.13014   93.55858    0.01137    2
   3    6   -7   1.652346   -21.734033     0.000000       21.734   93.64983    0.16243    4
   1    8    5   1.650883    59.573285     0.000000      59.5733   93.75812    1.21946    4
